epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8876000046730042,0.40065374970436096
1,3437,,,0.9075999855995178,0.324550062417984
2,5156,,,0.9196000099182129,0.2814808487892151
3,6875,,,0.9272000193595886,0.24962760508060455
4,8594,,,0.932200014591217,0.22647617757320404
5,8595,0.9415000081062317,0.19652608036994934,,
