epoch,step,test_acc,test_loss,val_acc,val_loss
0,177,,,0.0,1.3326356410980225
1,355,,,0.0446428582072258,1.330959439277649
2,533,,,0.0446428582072258,1.1234362125396729
3,711,,,0.1785714328289032,1.235335350036621
4,889,,,0.3928571343421936,0.9283691048622131
5,890,0.36036035418510437,0.9546762704849243,,
