epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8942000269889832,0.384049654006958
1,3437,,,0.9120000004768372,0.30779632925987244
2,5156,,,0.9223999977111816,0.26799458265304565
3,6875,,,0.9305999875068665,0.238081693649292
4,8594,,,0.9372000098228455,0.21537505090236664
5,8595,0.9423999786376953,0.19992156326770782,,
