epoch,step,test_acc,test_loss,val_acc,val_loss
0,177,,,1.0,0.28732115030288696
1,355,,,0.0,0.8706933259963989
2,533,,,0.0,0.9692221283912659
3,711,,,0.0,0.9868537783622742
4,889,,,0.0,0.9893681406974792
5,890,0.0,0.9899393320083618,,
