epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8934000134468079,0.3876659572124481
1,3437,,,0.9101999998092651,0.3065328001976013
2,5156,,,0.9215999841690063,0.2670440375804901
3,6875,,,0.930400013923645,0.23584409058094025
4,8594,,,0.9362000226974487,0.2123229056596756
5,8595,0.9401999711990356,0.2049231380224228,,
