epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8935999870300293,0.3891964256763458
1,3437,,,0.9114000201225281,0.30502527952194214
2,5156,,,0.9264000058174133,0.2586345970630646
3,6875,,,0.9340000152587891,0.22588257491588593
4,8594,,,0.9426000118255615,0.2007966935634613
5,8595,0.9404000043869019,0.20211383700370789,,
