epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8849999904632568,0.39903342723846436
1,3437,,,0.9097999930381775,0.31389713287353516
2,5156,,,0.9190000295639038,0.27088502049446106
3,6875,,,0.9290000200271606,0.2402464896440506
4,8594,,,0.9366000294685364,0.21836458146572113
5,8595,0.9430999755859375,0.1932113617658615,,
