epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8942000269889832,0.3877386152744293
1,3437,,,0.9103999733924866,0.3036968410015106
2,5156,,,0.9222000241279602,0.26233336329460144
3,6875,,,0.9301999807357788,0.23046210408210754
4,8594,,,0.9387999773025513,0.20612607896327972
5,8595,0.9416000247001648,0.19812075793743134,,
