epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8880000114440918,0.39733895659446716
1,3437,,,0.9103999733924866,0.31091222167015076
2,5156,,,0.9204000234603882,0.2709864675998688
3,6875,,,0.9269999861717224,0.24371294677257538
4,8594,,,0.9355999827384949,0.219400092959404
5,8595,0.9420999884605408,0.2009841501712799,,
