epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8970000147819519,0.3712809383869171
1,3437,,,0.9124000072479248,0.29658499360084534
2,5156,,,0.9205999970436096,0.25846609473228455
3,6875,,,0.9296000003814697,0.2310064435005188
4,8594,,,0.9376000165939331,0.21080979704856873
5,8595,0.9427000284194946,0.19840575754642487,,
