epoch,step,test_acc,test_loss,val_acc,val_loss
0,177,,,0.0,1.2196874618530273
1,355,,,0.0,1.6431491374969482
2,533,,,0.0446428582072258,1.3857566118240356
3,711,,,0.0892857164144516,1.4109299182891846
4,889,,,0.0446428582072258,1.5867809057235718
5,890,0.0810810774564743,1.548689603805542,,
