epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.892799973487854,0.3993717133998871
1,3437,,,0.9107999801635742,0.3162670135498047
2,5156,,,0.9204000234603882,0.2736832797527313
3,6875,,,0.9309999942779541,0.24359948933124542
4,8594,,,0.9373999834060669,0.22079364955425262
5,8595,0.9416999816894531,0.2005281299352646,,
