epoch,step,test_acc,test_loss,val_acc,val_loss
0,177,,,0.0,1.2200075387954712
1,355,,,0.1607142835855484,1.0432610511779785
2,533,,,0.0446428582072258,1.2951576709747314
3,711,,,0.0892857164144516,1.2868624925613403
4,889,,,0.0,1.611281394958496
5,890,0.0,1.635769248008728,,
