epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.8978000283241272,0.3856693208217621
1,3437,,,0.9151999950408936,0.30292969942092896
2,5156,,,0.926800012588501,0.2627594470977783
3,6875,,,0.9340000152587891,0.23462525010108948
4,8594,,,0.9413999915122986,0.21149243414402008
5,8595,0.9438999891281128,0.1955493837594986,,
