epoch,step,test_acc,test_loss,val_acc,val_loss
0,1718,,,0.890999972820282,0.38201025128364563
1,3437,,,0.9097999930381775,0.3065333366394043
2,5156,,,0.9210000038146973,0.2675991654396057
3,6875,,,0.9287999868392944,0.24063549935817719
4,8594,,,0.9354000091552734,0.22063420712947845
5,8595,0.9444000124931335,0.1944199800491333,,
